epoch,train_loss,valid_loss,time
0,5.658572673797607,5.1671223640441895,00:00
1,5.39369010925293,4.750515937805176,00:00
2,5.111900329589844,4.4489850997924805,00:00
3,4.900230884552002,4.4008941650390625,00:00
4,4.766512870788574,4.393853664398193,00:00
5,4.676887512207031,4.388814926147461,00:00
6,4.6123528480529785,4.388308048248291,00:00
7,4.564242362976074,4.388259410858154,00:00
8,4.526849269866943,4.388258934020996,00:00
9,4.4969635009765625,4.388258934020996,00:00
10,4.472812652587891,4.388258934020996,00:00
11,4.452805995941162,4.388258934020996,00:00
12,4.435915470123291,4.388258934020996,00:00
13,4.421726226806641,4.388258934020996,00:00
14,4.409415245056152,4.388258934020996,00:00
15,4.398670673370361,4.388258934020996,00:00
